acc,rid,status,length,pctN,identity,coverage
IRIS_313-11730,xa25_SWEET13,OK,8847.0,4.97,,
IRIS_313-11730,Xa27,NO_HIT,,,,
IRIS_313-11731,Xa1,OK,9105.0,0.44,,
IRIS_313-11731,Xa21,OK,7791.0,0.5,,
IRIS_313-11731,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11731,xa5,OK,11917.0,0.3,,
IRIS_313-11731,xa13_SWEET11,OK,8552.0,0.12,,
IRIS_313-11731,xa25_SWEET13,OK,8887.0,0.71,,
IRIS_313-11731,Xa27,OK,5782.0,50.35,,
IRIS_313-11740,Xa1,NO_HIT,,,,
IRIS_313-11740,Xa21,OK,7788.0,2.29,,
IRIS_313-11740,Xa3_Xa26,OK,8501.0,34.41,,
IRIS_313-11740,xa5,OK,11917.0,0.31,,
IRIS_313-11740,xa13_SWEET11,OK,8547.0,0.15,,
IRIS_313-11740,xa25_SWEET13,OK,8850.0,5.65,,
IRIS_313-11740,Xa27,OK,5781.0,50.41,,
IRIS_313-11744,Xa1,OK,27245.0,45.37,,
IRIS_313-11744,Xa21,OK,7772.0,16.41,,
IRIS_313-11744,Xa3_Xa26,OK,8518.0,27.78,,
IRIS_313-11744,xa5,OK,11919.0,0.04,,
IRIS_313-11744,xa13_SWEET11,OK,8541.0,0.11,,
IRIS_313-11744,xa25_SWEET13,OK,8901.0,0.54,,
IRIS_313-11744,Xa27,OK,5780.0,51.11,,
IRIS_313-11747,Xa1,OK,9102.0,3.57,,
IRIS_313-11747,Xa21,OK,7772.0,16.16,,
IRIS_313-11747,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11747,xa5,OK,11917.0,0.32,,
IRIS_313-11747,xa13_SWEET11,OK,8546.0,0.09,,
IRIS_313-11747,xa25_SWEET13,OK,8849.0,4.9,,
IRIS_313-11747,Xa27,OK,5777.0,51.2,,
IRIS_313-11748,Xa1,NO_HIT,,,,
IRIS_313-11748,Xa21,NO_HIT,,,,
IRIS_313-11748,Xa3_Xa26,OK,8495.0,35.96,,
IRIS_313-11748,xa5,OK,11917.0,0.3,,
IRIS_313-11748,xa13_SWEET11,OK,8534.0,0.2,,
IRIS_313-11748,xa25_SWEET13,OK,8848.0,4.8,,
IRIS_313-11748,Xa27,OK,5783.0,50.11,,
IRIS_313-11750,Xa1,OK,9104.0,4.1,,
IRIS_313-11750,Xa21,OK,7772.0,16.31,,
IRIS_313-11750,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11750,xa5,OK,11921.0,0.31,,
IRIS_313-11750,xa13_SWEET11,OK,8537.0,0.12,,
IRIS_313-11750,xa25_SWEET13,OK,8856.0,5.33,,
IRIS_313-11750,Xa27,OK,5783.0,51.58,,
IRIS_313-11751,Xa1,OK,27266.0,37.2,,
IRIS_313-11751,Xa21,OK,7772.0,16.29,,
IRIS_313-11751,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11751,xa5,OK,11917.0,0.3,,
IRIS_313-11751,xa13_SWEET11,OK,8540.0,0.26,,
IRIS_313-11751,xa25_SWEET13,OK,8879.0,6.99,,
IRIS_313-11751,Xa27,OK,5783.0,51.67,,
IRIS_313-11763,Xa1,OK,9100.0,0.95,,
IRIS_313-11763,Xa21,OK,7769.0,2.61,,
IRIS_313-11763,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11763,xa5,OK,11917.0,0.36,,
IRIS_313-11763,xa13_SWEET11,OK,8545.0,0.32,,
IRIS_313-11763,xa25_SWEET13,OK,8901.0,0.24,,
IRIS_313-11763,Xa27,OK,5777.0,51.08,,
IRIS_313-11801,Xa1,OK,27261.0,37.14,,
IRIS_313-11801,Xa21,OK,7772.0,15.89,,
IRIS_313-11801,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11801,xa5,OK,11922.0,0.0,,
IRIS_313-11801,xa13_SWEET11,OK,8538.0,0.09,,
IRIS_313-11801,xa25_SWEET13,OK,8847.0,4.87,,
IRIS_313-11801,Xa27,NO_HIT,,,,
IRIS_313-11807,Xa1,OK,9116.0,0.37,,
IRIS_313-11807,Xa21,OK,7772.0,16.06,,
IRIS_313-11807,Xa3_Xa26,OK,163142.0,84.91,,
IRIS_313-11807,xa5,OK,11921.0,0.36,,
IRIS_313-11807,xa13_SWEET11,OK,8551.0,0.04,,
IRIS_313-11807,xa25_SWEET13,OK,8887.0,0.74,,
IRIS_313-11807,Xa27,OK,5777.0,50.7,,
IRIS_313-11835,Xa1,OK,9119.0,3.47,,
IRIS_313-11835,Xa21,OK,7770.0,14.9,,
IRIS_313-11835,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11835,xa5,OK,11921.0,0.38,,
IRIS_313-11835,xa13_SWEET11,OK,8537.0,0.67,,
IRIS_313-11835,xa25_SWEET13,OK,8847.0,5.48,,
IRIS_313-11835,Xa27,NO_HIT,,,,
IRIS_313-12355,Xa1,OK,27272.0,46.85,,
IRIS_313-12355,Xa21,OK,7769.0,2.21,,
IRIS_313-12355,Xa3_Xa26,NO_HIT,,,,
IRIS_313-12355,xa5,OK,11917.0,0.34,,
IRIS_313-12355,xa13_SWEET11,OK,8542.0,0.39,,
IRIS_313-12355,xa25_SWEET13,OK,8856.0,5.79,,
IRIS_313-12355,Xa27,OK,5776.0,51.44,,
B001,Xa1,OK,9117.0,1.05,,
B001,Xa21,OK,7791.0,0.56,,
B001,Xa3_Xa26,OK,8517.0,5.32,,
B001,xa5,OK,11926.0,0.12,,
B001,xa13_SWEET11,OK,8553.0,0.2,,
B001,xa25_SWEET13,OK,8899.0,1.17,,
B001,Xa27,NO_HIT,,,,
B004,Xa1,OK,9117.0,0.08,,
B004,Xa21,OK,7791.0,1.49,,
B004,Xa3_Xa26,NO_HIT,,,,
B004,xa5,OK,11926.0,0.13,,
B004,xa13_SWEET11,OK,8553.0,0.0,,
B004,xa25_SWEET13,OK,8865.0,1.21,,
B004,Xa27,NO_HIT,,,,
B016,Xa1,OK,9117.0,1.55,,
B016,Xa21,OK,7789.0,1.96,,
B016,Xa3_Xa26,OK,10672.0,15.15,,
B016,xa5,OK,11923.0,0.0,,
B016,xa13_SWEET11,OK,8553.0,0.74,,
B016,xa25_SWEET13,OK,8850.0,2.81,,
B016,Xa27,NO_HIT,,,,
B045,Xa1,OK,9117.0,1.31,,
B045,Xa21,OK,7791.0,1.91,,
B045,Xa3_Xa26,OK,160162.0,66.62,,
B045,xa5,OK,11926.0,0.04,,
B045,xa13_SWEET11,OK,8553.0,0.02,,
B045,xa25_SWEET13,OK,8851.0,2.77,,
B045,Xa27,NO_HIT,,,,
B046,Xa1,OK,9117.0,1.8,,
B046,Xa21,OK,7791.0,2.63,,
B046,Xa3_Xa26,NO_HIT,,,,
B046,xa5,OK,11926.0,0.03,,
B046,xa13_SWEET11,OK,8553.0,0.07,,
B046,xa25_SWEET13,OK,8854.0,2.07,,
B046,Xa27,NO_HIT,,,,
B160,Xa1,OK,9117.0,0.01,,
B160,Xa21,OK,7791.0,3.97,,
B160,Xa3_Xa26,NO_HIT,,,,
B160,xa5,OK,11926.0,0.75,,
B160,xa13_SWEET11,OK,8553.0,1.22,,
B160,xa25_SWEET13,OK,8853.0,6.2,,
B160,Xa27,NO_HIT,,,,
B162,Xa1,OK,9117.0,0.44,,
B162,Xa21,OK,7791.0,4.11,,
B162,Xa3_Xa26,OK,10644.0,18.64,,
B162,xa5,OK,11919.0,0.53,,
B162,xa13_SWEET11,OK,8553.0,0.69,,
B162,xa25_SWEET13,OK,8867.0,3.87,,
B162,Xa27,NO_HIT,,,,
B167,Xa1,OK,9117.0,0.32,,
B167,Xa21,OK,7791.0,7.19,,
B167,Xa3_Xa26,NO_HIT,,,,
B167,xa5,OK,11926.0,0.8,,
B167,xa13_SWEET11,OK,8553.0,2.33,,
B167,xa25_SWEET13,OK,8847.0,6.78,,
B167,Xa27,NO_HIT,,,,
B182,Xa1,OK,9117.0,0.44,,
B182,Xa21,OK,7791.0,3.18,,
B182,Xa3_Xa26,NO_HIT,,,,
B182,xa5,OK,11926.0,0.47,,
B182,xa13_SWEET11,OK,8553.0,0.67,,
B182,xa25_SWEET13,OK,8818.0,5.27,,
B182,Xa27,NO_HIT,,,,
B183,Xa1,OK,9117.0,0.8,,
B183,Xa21,OK,7791.0,1.48,,
B183,Xa3_Xa26,NO_HIT,,,,
B183,xa5,OK,11926.0,0.04,,
B183,xa13_SWEET11,OK,8553.0,0.46,,
B183,xa25_SWEET13,OK,8899.0,2.92,,
B183,Xa27,NO_HIT,,,,
B204,Xa1,OK,9117.0,0.91,,
B204,Xa21,OK,7791.0,1.73,,
B204,Xa3_Xa26,OK,10664.0,16.81,,
B204,xa5,OK,11923.0,0.0,,
B204,xa13_SWEET11,OK,8553.0,0.0,,
B204,xa25_SWEET13,OK,8891.0,2.17,,
B204,Xa27,NO_HIT,,,,
B226,Xa1,OK,9117.0,0.76,,
B226,Xa21,OK,7791.0,2.14,,
B226,Xa3_Xa26,NO_HIT,,,,
B226,xa5,OK,11926.0,0.0,,
B226,xa13_SWEET11,OK,8553.0,0.23,,
B226,xa25_SWEET13,OK,8878.0,3.44,,
B226,Xa27,NO_HIT,,,,
B250,Xa1,OK,9117.0,0.65,,
B250,Xa21,OK,7791.0,1.18,,
B250,Xa3_Xa26,NO_HIT,,,,
B250,xa5,OK,11926.0,0.03,,
B250,xa13_SWEET11,OK,8553.0,0.32,,
B250,xa25_SWEET13,OK,8899.0,1.09,,
B250,Xa27,NO_HIT,,,,
CX140,Xa1,OK,9117.0,1.29,,
CX140,Xa21,OK,7791.0,1.54,,
CX140,Xa3_Xa26,OK,8517.0,7.31,,
CX140,xa5,OK,11926.0,0.03,,
CX140,xa13_SWEET11,OK,8553.0,0.0,,
CX140,xa25_SWEET13,OK,8899.0,4.28,,
CX140,Xa27,NO_HIT,,,,
CX317,Xa1,OK,9117.0,0.78,,
CX317,Xa21,OK,7769.0,3.78,,
CX317,Xa3_Xa26,OK,8505.0,35.27,,
CX317,xa5,OK,11926.0,0.02,,
CX317,xa13_SWEET11,OK,8542.0,0.7,,
CX317,xa25_SWEET13,OK,8899.0,3.4,,
CX317,Xa27,NO_HIT,,,,
CX344,Xa1,OK,9117.0,0.91,,
CX344,Xa21,OK,7789.0,2.5,,
CX344,Xa3_Xa26,NO_HIT,,,,
CX344,xa5,OK,11926.0,0.55,,
CX344,xa13_SWEET11,OK,8553.0,0.04,,
CX344,xa25_SWEET13,OK,8831.0,1.65,,
CX344,Xa27,NO_HIT,,,,
CX383,Xa1,OK,9117.0,1.14,,
CX383,Xa21,OK,7785.0,6.45,,
CX383,Xa3_Xa26,OK,8517.0,11.92,,
CX383,xa5,OK,11926.0,0.86,,
CX383,xa13_SWEET11,OK,8553.0,1.15,,
CX383,xa25_SWEET13,OK,8862.0,3.13,,
CX383,Xa27,NO_HIT,,,,
CX389,Xa1,OK,9117.0,0.38,,
CX389,Xa21,OK,7769.0,2.99,,
CX389,Xa3_Xa26,NO_HIT,,,,
CX389,xa5,OK,11926.0,0.08,,
CX389,xa13_SWEET11,OK,8553.0,0.32,,
CX389,xa25_SWEET13,OK,8899.0,1.4,,
CX389,Xa27,NO_HIT,,,,
IRIS_313-8125,Xa1,OK,9117.0,1.05,,
IRIS_313-8125,Xa21,OK,7791.0,1.18,,
IRIS_313-8125,Xa3_Xa26,NO_HIT,,,,
IRIS_313-8125,xa5,OK,11926.0,0.03,,
IRIS_313-8125,xa13_SWEET11,OK,8553.0,0.39,,
IRIS_313-8125,xa25_SWEET13,OK,8892.0,5.13,,
IRIS_313-8125,Xa27,NO_HIT,,,,
IRIS_313-8755,Xa1,OK,9117.0,2.83,,
IRIS_313-8755,Xa21,OK,7791.0,1.03,,
IRIS_313-8755,Xa3_Xa26,NO_HIT,,,,
IRIS_313-8755,xa5,OK,11926.0,0.04,,
IRIS_313-8755,xa13_SWEET11,OK,8553.0,0.0,,
IRIS_313-8755,xa25_SWEET13,OK,8899.0,1.29,,
IRIS_313-8755,Xa27,NO_HIT,,,,
IRIS_313-10097,Xa1,OK,9117.0,0.52,,
IRIS_313-10097,Xa21,OK,7790.0,1.41,,
IRIS_313-10097,Xa3_Xa26,OK,160171.0,65.79,,
IRIS_313-10097,xa5,OK,11926.0,0.0,,
IRIS_313-10097,xa13_SWEET11,OK,8553.0,0.01,,
IRIS_313-10097,xa25_SWEET13,OK,8880.0,0.15,,
IRIS_313-10097,Xa27,NO_HIT,,,,
IRIS_313-10642,Xa1,OK,9117.0,1.56,,
IRIS_313-10642,Xa21,OK,7791.0,8.88,,
IRIS_313-10642,Xa3_Xa26,OK,8517.0,6.29,,
IRIS_313-10642,xa5,OK,11926.0,1.46,,
IRIS_313-10642,xa13_SWEET11,OK,8553.0,8.34,,
IRIS_313-10642,xa25_SWEET13,OK,8447.0,13.71,,
IRIS_313-10642,Xa27,NO_HIT,,,,
IRIS_313-11202,Xa1,OK,9104.0,12.63,,
IRIS_313-11202,Xa21,OK,7790.0,1.53,,
IRIS_313-11202,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11202,xa5,OK,11926.0,0.0,,
IRIS_313-11202,xa13_SWEET11,OK,8553.0,0.01,,
IRIS_313-11202,xa25_SWEET13,OK,8899.0,2.2,,
IRIS_313-11202,Xa27,NO_HIT,,,,
IRIS_313-11651,Xa1,OK,9117.0,0.64,,
IRIS_313-11651,Xa21,OK,7784.0,0.85,,
IRIS_313-11651,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11651,xa5,OK,11919.0,0.04,,
IRIS_313-11651,xa13_SWEET11,OK,8553.0,0.0,,
IRIS_313-11651,xa25_SWEET13,OK,8899.0,0.63,,
IRIS_313-11651,Xa27,NO_HIT,,,,
IRIS_313-11652,Xa1,OK,9117.0,0.34,,
IRIS_313-11652,Xa21,OK,7791.0,0.9,,
IRIS_313-11652,Xa3_Xa26,OK,8529.0,45.98,,
IRIS_313-11652,xa5,OK,11919.0,0.03,,
IRIS_313-11652,xa13_SWEET11,OK,8553.0,0.02,,
IRIS_313-11652,xa25_SWEET13,OK,8899.0,0.51,,
IRIS_313-11652,Xa27,NO_HIT,,,,
IRIS_313-11655,Xa1,OK,9117.0,0.58,,
IRIS_313-11655,Xa21,OK,7790.0,1.86,,
IRIS_313-11655,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11655,xa5,OK,11923.0,0.0,,
IRIS_313-11655,xa13_SWEET11,OK,8548.0,1.87,,
IRIS_313-11655,xa25_SWEET13,OK,8880.0,5.06,,
IRIS_313-11655,Xa27,NO_HIT,,,,
IRIS_313-11725,Xa1,OK,9117.0,0.03,,
IRIS_313-11725,Xa21,OK,7791.0,0.41,,
IRIS_313-11725,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11725,xa5,OK,11926.0,0.02,,
IRIS_313-11725,xa13_SWEET11,OK,8553.0,0.0,,
IRIS_313-11725,xa25_SWEET13,OK,8899.0,0.93,,
IRIS_313-11725,Xa27,NO_HIT,,,,
IRIS_313-11691,Xa1,NO_HIT,,,,
IRIS_313-11691,Xa21,OK,7791.0,1.84,,
IRIS_313-11691,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11691,xa5,OK,11924.0,0.0,,
IRIS_313-11691,xa13_SWEET11,OK,8553.0,0.0,,
IRIS_313-11691,xa25_SWEET13,OK,8880.0,0.64,,
IRIS_313-11691,Xa27,NO_HIT,,,,
IRIS_313-11900,Xa1,OK,9093.0,2.52,,
IRIS_313-11900,Xa21,OK,7789.0,0.39,,
IRIS_313-11900,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11900,xa5,OK,11920.0,0.01,,
IRIS_313-11900,xa13_SWEET11,OK,8553.0,0.0,,
IRIS_313-11900,xa25_SWEET13,OK,8893.0,0.72,,
IRIS_313-11900,Xa27,NO_HIT,,,,
IRIS_313-11924,Xa1,OK,9116.0,2.94,,
IRIS_313-11924,Xa21,OK,7789.0,0.01,,
IRIS_313-11924,Xa3_Xa26,OK,8521.0,46.5,,
IRIS_313-11924,xa5,OK,11920.0,0.0,,
IRIS_313-11924,xa13_SWEET11,OK,8553.0,0.0,,
IRIS_313-11924,xa25_SWEET13,OK,8893.0,0.1,,
IRIS_313-11924,Xa27,NO_HIT,,,,
IRIS_313-12349,Xa1,OK,9117.0,4.98,,
IRIS_313-12349,Xa21,OK,7789.0,0.58,,
IRIS_313-12349,Xa3_Xa26,NO_HIT,,,,
IRIS_313-12349,xa5,OK,11919.0,0.0,,
IRIS_313-12349,xa13_SWEET11,OK,8544.0,0.73,,
IRIS_313-12349,xa25_SWEET13,OK,8880.0,1.97,,
IRIS_313-12349,Xa27,NO_HIT,,,,
B018,Xa1,OK,9117.0,0.19,,
B018,Xa21,OK,7789.0,1.62,,
B018,Xa3_Xa26,NO_HIT,,,,
B018,xa5,OK,11919.0,0.0,,
B018,xa13_SWEET11,OK,8553.0,0.04,,
B018,xa25_SWEET13,OK,8893.0,3.37,,
B018,Xa27,NO_HIT,,,,
B190,Xa1,OK,27261.0,46.47,,
B190,Xa21,OK,7791.0,3.38,,
B190,Xa3_Xa26,OK,8504.0,49.55,,
B190,xa5,OK,11919.0,0.43,,
B190,xa13_SWEET11,OK,8548.0,0.22,,
B190,xa25_SWEET13,OK,8840.0,7.13,,
B190,Xa27,NO_HIT,,,,
B191,Xa1,OK,9117.0,4.2,,
B191,Xa21,OK,7789.0,2.36,,
B191,Xa3_Xa26,NO_HIT,,,,
B191,xa5,OK,11919.0,0.18,,
B191,xa13_SWEET11,OK,8553.0,0.47,,
B191,xa25_SWEET13,OK,8895.0,12.16,,
B191,Xa27,NO_HIT,,,,
CX106,Xa1,OK,27251.0,45.99,,
CX106,Xa21,OK,7791.0,1.14,,
CX106,Xa3_Xa26,OK,8497.0,53.71,,
CX106,xa5,OK,11919.0,0.08,,
CX106,xa13_SWEET11,OK,8551.0,0.3,,
CX106,xa25_SWEET13,OK,8885.0,2.61,,
CX106,Xa27,NO_HIT,,,,
CX111,Xa1,OK,27280.0,47.78,,
CX111,Xa21,OK,7791.0,1.91,,
CX111,Xa3_Xa26,OK,8471.0,50.77,,
CX111,xa5,OK,11919.0,0.05,,
CX111,xa13_SWEET11,OK,8548.0,0.46,,
CX111,xa25_SWEET13,OK,8893.0,7.17,,
CX111,Xa27,NO_HIT,,,,
CX220,Xa1,OK,27260.0,48.8,,
CX220,Xa21,OK,7791.0,0.99,,
CX220,Xa3_Xa26,OK,8520.0,51.0,,
CX220,xa5,OK,11919.0,0.17,,
CX220,xa13_SWEET11,OK,8532.0,1.05,,
CX220,xa25_SWEET13,OK,8906.0,7.5,,
CX220,Xa27,NO_HIT,,,,
CX262,Xa1,OK,27253.0,49.59,,
CX262,Xa21,NO_HIT,,,,
CX262,Xa3_Xa26,NO_HIT,,,,
CX262,xa5,OK,11914.0,0.0,,
CX262,xa13_SWEET11,OK,8553.0,0.0,,
CX262,xa25_SWEET13,OK,8890.0,11.65,,
CX262,Xa27,NO_HIT,,,,
CX269,Xa1,OK,27254.0,49.96,,
CX269,Xa21,OK,7791.0,3.67,,
CX269,Xa3_Xa26,OK,8142.0,49.37,,
CX269,xa5,OK,11919.0,0.03,,
CX269,xa13_SWEET11,OK,8544.0,0.01,,
CX269,xa25_SWEET13,OK,8824.0,7.09,,
CX269,Xa27,NO_HIT,,,,
CX285,Xa1,OK,27257.0,49.8,,
CX285,Xa21,OK,7789.0,1.0,,
CX285,Xa3_Xa26,NO_HIT,,,,
CX285,xa5,OK,11926.0,0.0,,
CX285,xa13_SWEET11,OK,8533.0,0.14,,
CX285,xa25_SWEET13,OK,8878.0,2.8,,
CX285,Xa27,NO_HIT,,,,
CX355,Xa1,OK,9117.0,1.12,,
CX355,Xa21,OK,7774.0,4.18,,
CX355,Xa3_Xa26,OK,8588.0,48.21,,
CX355,xa5,OK,11919.0,1.02,,
CX355,xa13_SWEET11,OK,8519.0,1.73,,
CX355,xa25_SWEET13,OK,8847.0,3.38,,
CX355,Xa27,NO_HIT,,,,
CX367,Xa1,OK,27194.0,27.68,,
CX367,Xa21,OK,7789.0,8.37,,
CX367,Xa3_Xa26,OK,8430.0,50.93,,
CX367,xa5,OK,11922.0,1.86,,
CX367,xa13_SWEET11,OK,8296.0,10.27,,
CX367,xa25_SWEET13,OK,8131.0,15.19,,
CX367,Xa27,NO_HIT,,,,
IRIS_313-7902,Xa1,OK,9117.0,1.57,,
IRIS_313-7902,Xa21,OK,7774.0,3.5,,
IRIS_313-7902,Xa3_Xa26,NO_HIT,,,,
IRIS_313-7902,xa5,OK,11919.0,0.0,,
IRIS_313-7902,xa13_SWEET11,OK,8553.0,0.16,,
IRIS_313-7902,xa25_SWEET13,OK,8842.0,5.89,,
IRIS_313-7902,Xa27,NO_HIT,,,,
IRIS_313-7914,Xa1,OK,27255.0,49.1,,
IRIS_313-7914,Xa21,OK,7791.0,1.55,,
IRIS_313-7914,Xa3_Xa26,OK,8512.0,49.04,,
IRIS_313-7914,xa5,OK,11919.0,0.01,,
IRIS_313-7914,xa13_SWEET11,OK,8548.0,0.02,,
IRIS_313-7914,xa25_SWEET13,OK,8908.0,7.26,,
IRIS_313-7914,Xa27,NO_HIT,,,,
IRIS_313-8356,Xa1,NO_HIT,,,,
IRIS_313-8356,Xa21,OK,7789.0,1.76,,
IRIS_313-8356,Xa3_Xa26,NO_HIT,,,,
IRIS_313-8356,xa5,OK,11906.0,0.03,,
IRIS_313-8356,xa13_SWEET11,OK,8553.0,0.43,,
IRIS_313-8356,xa25_SWEET13,OK,8906.0,7.51,,
IRIS_313-8356,Xa27,NO_HIT,,,,
IRIS_313-8923,Xa1,OK,9117.0,0.24,,
IRIS_313-8923,Xa21,OK,7770.0,2.48,,
IRIS_313-8923,Xa3_Xa26,NO_HIT,,,,
IRIS_313-8923,xa5,OK,11919.0,0.02,,
IRIS_313-8923,xa13_SWEET11,OK,8553.0,0.0,,
IRIS_313-8923,xa25_SWEET13,OK,8892.0,7.29,,
IRIS_313-8923,Xa27,NO_HIT,,,,
IRIS_313-10577,Xa1,NO_HIT,,,,
IRIS_313-10577,Xa21,OK,7789.0,1.66,,
IRIS_313-10577,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10577,xa5,OK,11919.0,0.0,,
IRIS_313-10577,xa13_SWEET11,OK,8553.0,0.37,,
IRIS_313-10577,xa25_SWEET13,OK,8893.0,1.99,,
IRIS_313-10577,Xa27,NO_HIT,,,,
IRIS_313-10582,Xa1,NO_HIT,,,,
IRIS_313-10582,Xa21,OK,7789.0,2.35,,
IRIS_313-10582,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10582,xa5,OK,11919.0,0.01,,
IRIS_313-10582,xa13_SWEET11,OK,8553.0,0.13,,
IRIS_313-10582,xa25_SWEET13,OK,8905.0,8.3,,
IRIS_313-10582,Xa27,NO_HIT,,,,
IRIS_313-11436,Xa1,OK,27268.0,47.43,,
IRIS_313-11436,Xa21,OK,7791.0,2.22,,
IRIS_313-11436,Xa3_Xa26,OK,8505.0,51.75,,
IRIS_313-11436,xa5,OK,11919.0,0.03,,
IRIS_313-11436,xa13_SWEET11,OK,8548.0,0.04,,
IRIS_313-11436,xa25_SWEET13,OK,8883.0,5.3,,
IRIS_313-11436,Xa27,NO_HIT,,,,
IRIS_313-11673,Xa1,OK,9120.0,3.84,,
IRIS_313-11673,Xa21,NO_HIT,,,,
IRIS_313-11673,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11673,xa5,OK,11906.0,0.03,,
IRIS_313-11673,xa13_SWEET11,OK,8553.0,0.0,,
IRIS_313-11673,xa25_SWEET13,OK,8898.0,6.96,,
IRIS_313-11673,Xa27,NO_HIT,,,,
IRIS_313-11736,Xa1,NO_HIT,,,,
IRIS_313-11736,Xa21,OK,7789.0,0.77,,
IRIS_313-11736,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11736,xa5,OK,11906.0,0.03,,
IRIS_313-11736,xa13_SWEET11,OK,8553.0,0.0,,
IRIS_313-11736,xa25_SWEET13,OK,8890.0,5.34,,
IRIS_313-11736,Xa27,NO_HIT,,,,
IRIS_313-11739,Xa1,OK,27268.0,46.0,,
IRIS_313-11739,Xa21,OK,7791.0,1.33,,
IRIS_313-11739,Xa3_Xa26,OK,8617.0,50.91,,
IRIS_313-11739,xa5,OK,11915.0,0.04,,
IRIS_313-11739,xa13_SWEET11,OK,8549.0,0.27,,
IRIS_313-11739,xa25_SWEET13,OK,8846.0,6.42,,
IRIS_313-11739,Xa27,NO_HIT,,,,
IRIS_313-11790,Xa1,NO_HIT,,,,
IRIS_313-11790,Xa21,NO_HIT,,,,
IRIS_313-11790,Xa3_Xa26,OK,8493.0,47.22,,
IRIS_313-11790,xa5,OK,11914.0,0.0,,
IRIS_313-11790,xa13_SWEET11,OK,8548.0,0.04,,
IRIS_313-11790,xa25_SWEET13,OK,8878.0,0.75,,
IRIS_313-11790,Xa27,NO_HIT,,,,
IRIS_313-11929,Xa1,NO_HIT,,,,
IRIS_313-11929,Xa21,OK,7789.0,2.59,,
IRIS_313-11929,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11929,xa5,OK,11919.0,0.0,,
IRIS_313-11929,xa13_SWEET11,OK,8533.0,0.04,,
IRIS_313-11929,xa25_SWEET13,OK,8903.0,7.63,,
IRIS_313-11929,Xa27,NO_HIT,,,,
IRIS_313-15910,Xa1,OK,9117.0,0.15,,
IRIS_313-15910,Xa21,OK,7789.0,0.95,,
IRIS_313-15910,Xa3_Xa26,NO_HIT,,,,
IRIS_313-15910,xa5,OK,11919.0,0.04,,
IRIS_313-15910,xa13_SWEET11,OK,8553.0,0.04,,
IRIS_313-15910,xa25_SWEET13,OK,8893.0,1.78,,
IRIS_313-15910,Xa27,NO_HIT,,,,
B070,Xa1,OK,9117.0,1.16,,
B070,Xa21,OK,7789.0,2.84,,
B070,Xa3_Xa26,NO_HIT,,,,
B070,xa5,OK,11926.0,0.19,,
B070,xa13_SWEET11,OK,8553.0,1.12,,
B070,xa25_SWEET13,OK,8860.0,3.78,,
B070,Xa27,NO_HIT,,,,
CX109,Xa1,OK,27264.0,49.19,,
CX109,Xa21,OK,7791.0,0.36,,
CX109,Xa3_Xa26,NO_HIT,,,,
CX109,xa5,OK,11926.0,0.07,,
CX109,xa13_SWEET11,OK,8553.0,0.08,,
CX109,xa25_SWEET13,OK,8846.0,5.26,,
CX109,Xa27,NO_HIT,,,,
CX138,Xa1,OK,9113.0,5.88,,
CX138,Xa21,OK,7784.0,1.75,,
CX138,Xa3_Xa26,NO_HIT,,,,
CX138,xa5,OK,11926.0,0.03,,
CX138,xa13_SWEET11,OK,8553.0,0.87,,
CX138,xa25_SWEET13,OK,8899.0,3.05,,
CX138,Xa27,NO_HIT,,,,
CX142,Xa1,OK,9117.0,0.32,,
CX142,Xa21,OK,7789.0,2.21,,
CX142,Xa3_Xa26,NO_HIT,,,,
CX142,xa5,OK,11919.0,0.05,,
CX142,xa13_SWEET11,OK,8533.0,0.0,,
CX142,xa25_SWEET13,OK,8899.0,1.91,,
CX142,Xa27,NO_HIT,,,,
CX307,Xa1,OK,9117.0,1.17,,
CX307,Xa21,OK,7791.0,4.56,,
CX307,Xa3_Xa26,NO_HIT,,,,
CX307,xa5,OK,11926.0,0.08,,
CX307,xa13_SWEET11,OK,8551.0,1.06,,
CX307,xa25_SWEET13,OK,8893.0,4.68,,
CX307,Xa27,NO_HIT,,,,
CX353,Xa1,NO_HIT,,,,
CX353,Xa21,OK,7789.0,3.88,,
CX353,Xa3_Xa26,OK,8482.0,50.05,,
CX353,xa5,OK,11919.0,0.37,,
CX353,xa13_SWEET11,OK,8548.0,1.11,,
CX353,xa25_SWEET13,OK,8855.0,5.22,,
CX353,Xa27,NO_HIT,,,,
CX227,Xa1,NO_HIT,,,,
